Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,401.500000,448.140015,394.010010,410.690002,410.690002,59766993
2018-01-10,410.489990,416.989990,361.809998,403.519989,403.519989,45114135
2018-01-11,403.519989,416.750000,340.690002,352.950012,352.950012,32117986
2018-01-12,352.950012,392.489990,340.489990,389.399994,389.399994,19004086
2018-01-13,389.399994,430.179993,387.029999,416.290009,416.290009,33857706
2018-01-14,416.200012,435.519989,374.670013,394.459991,394.459991,23621776
2018-01-15,394.459991,444.720001,384.779999,412.820007,412.820007,38569529
2018-01-16,412.820007,417.730011,256.369995,313.109985,313.109985,65734023
2018-01-17,313.109985,327.309998,237.830002,319.170013,319.170013,41445492
2018-01-18,319.170013,345.730011,299.869995,308.459991,308.459991,26904531
2018-01-19,308.459991,366.010010,302.829987,363.209991,363.209991,34768301
2018-01-20,363.209991,406.950012,355.500000,383.119995,383.119995,41661152
2018-01-21,383.100006,388.309998,331.170013,346.109985,346.109985,23845740
2018-01-22,346.109985,355.910004,285.489990,314.279999,314.279999,27531610
2018-01-23,314.279999,321.480011,284.670013,307.089996,307.089996,27107026
2018-01-24,307.119995,324.369995,297.989990,319.329987,319.329987,13767903
2018-01-25,319.049988,326.450012,306.160004,316.250000,316.250000,10295437
2018-01-26,316.260010,328.779999,289.709991,322.540009,322.540009,16673612
2018-01-27,322.420013,333.959991,309.700012,323.529999,323.529999,13276489
2018-01-28,323.410004,339.429993,322.079987,333.929993,333.929993,14089345
2018-01-29,333.980011,338.019989,310.869995,314.869995,314.869995,10520475
2018-01-30,314.950012,315.910004,267.839996,275.209991,275.209991,22263667
2018-01-31,275.209991,283.339996,265.239990,273.940002,273.940002,11396312
2018-02-01,274.160004,277.739990,230.229996,241.750000,241.750000,16304272
2018-02-02,241.789993,251.929993,188.539993,236.649994,236.649994,27925348
2018-02-03,236.720001,258.519989,215.089996,252.350006,252.350006,10408386
2018-02-04,252.380005,257.640015,213.490005,219.369995,219.369995,11112379
2018-02-05,219.529999,221.899994,166.399994,180.080002,180.080002,22599139
2018-02-06,180.149994,213.229996,149.460007,210.130005,210.130005,22242223
2018-02-07,210.130005,231.649994,190.330002,206.509995,206.509995,17832615
2018-02-08,206.759995,254.880005,206.309998,246.960007,246.960007,14957802
2018-02-09,246.979996,258.309998,232.529999,257.880005,257.880005,14239592
2018-02-10,257.760010,269.390015,240.330002,246.839996,246.839996,13746566
2018-02-11,246.899994,246.970001,216.880005,227.610001,227.610001,11507837
2018-02-12,227.649994,251.699997,227.330002,246.860001,246.860001,7396481
2018-02-13,246.860001,248.070007,228.589996,233.750000,233.750000,7899992
2018-02-14,233.750000,274.809998,233.110001,274.739990,274.739990,18584374
2018-02-15,274.739990,300.839996,262.250000,295.540009,295.540009,17305102
2018-02-16,295.540009,298.140015,275.429993,293.309998,293.309998,13379737
2018-02-17,293.140015,330.570007,290.250000,320.480011,320.480011,21526555
2018-02-18,320.480011,322.429993,287.410004,294.950012,294.950012,15476176
2018-02-19,294.950012,317.809998,293.059998,314.390015,314.390015,10421948
2018-02-20,314.390015,320.109985,300.880005,301.950012,301.950012,13422942
2018-02-21,301.929993,330.500000,283.540009,308.190002,308.190002,30563380
2018-02-22,308.190002,317.309998,273.579987,274.820007,274.820007,23161848
2018-02-23,274.829987,295.450012,263.459991,279.200012,279.200012,19685281
2018-02-24,279.200012,289.459991,259.670013,268.350006,268.350006,13617218
2018-02-25,268.329987,280.709991,263.160004,278.510010,278.510010,8643504
2018-02-26,278.510010,296.670013,267.149994,291.160004,291.160004,14205116
2018-02-27,291.160004,307.899994,284.779999,300.540009,300.540009,14000384
2018-02-28,300.540009,306.570007,284.839996,286.179993,286.179993,8934609
2018-03-01,286.179993,315.440002,284.059998,313.450012,313.450012,11781410
2018-03-02,313.429993,351.570007,308.200012,343.309998,343.309998,42741870
2018-03-03,343.309998,373.769989,342.149994,349.910004,349.910004,44761930
2018-03-04,350.059998,369.730011,335.929993,368.690002,368.690002,25429108
2018-03-05,368.690002,380.089996,355.500000,370.320007,370.320007,28429871
2018-03-06,370.320007,370.320007,338.809998,344.260010,344.260010,24617080
2018-03-07,344.260010,363.130005,317.459991,336.950012,336.950012,40424748
2018-03-08,336.950012,336.959991,274.029999,275.980011,275.980011,36885915
2018-03-09,275.980011,285.769989,241.350006,285.230011,285.230011,45362657
2018-03-10,285.230011,293.940002,251.490005,254.350006,254.350006,25309109
2018-03-11,254.350006,286.019989,244.380005,280.290009,280.290009,21392714
2018-03-12,280.269989,286.519989,249.300003,257.760010,257.760010,19139333
2018-03-13,257.760010,265.929993,244.669998,247.470001,247.470001,20019352
2018-03-14,247.470001,253.089996,206.550003,215.339996,215.339996,21150640
2018-03-15,215.339996,225.690002,197.990005,212.270004,212.270004,20978611
2018-03-16,212.240005,222.789993,203.080002,215.869995,215.869995,16873493
2018-03-17,215.759995,216.850006,193.679993,197.559998,197.559998,14574488
2018-03-18,197.559998,209.910004,175.279999,209.429993,209.429993,20805588
2018-03-19,209.360001,223.070007,201.669998,218.160004,218.160004,17960940
2018-03-20,218.160004,234.059998,206.169998,223.830002,223.830002,15193438
2018-03-21,223.789993,238.800003,213.570007,218.580002,218.580002,15472572
2018-03-22,218.580002,224.089996,203.220001,213.169998,213.169998,11774574
2018-03-23,213.029999,215.800003,198.710007,215.630005,215.630005,10847477
2018-03-24,216.070007,217.570007,207.369995,208.610001,208.610001,7595959
2018-03-25,208.500000,215.679993,202.820007,211.410004,211.410004,7348070
2018-03-25,211.419998,213.820007,188.330002,197.179993,197.179993,9449270
2018-03-26,197.000000,198.820007,184.630005,188.000000,188.000000,9892995
2018-03-27,188.000000,202.380005,186.220001,199.580002,199.580002,9883388
2018-03-28,199.550003,201.380005,174.949997,176.839996,176.839996,15005924
2018-03-29,176.839996,181.509995,163.339996,172.830002,172.830002,13555059
2018-03-30,172.779999,183.270004,172.070007,181.059998,181.059998,6306502
2018-03-31,181.059998,184.059998,165.899994,176.759995,176.759995,9048756
2018-04-01,176.679993,182.699997,175.699997,178.699997,178.699997,6550516
2018-04-02,178.690002,192.389999,178.660004,190.070007,190.070007,8419633
2018-04-03,190.070007,190.449997,169.889999,171.169998,171.169998,8591348
2018-04-04,171.119995,175.800003,165.850006,173.539993,173.539993,7893788
2018-04-05,173.539993,176.919998,162.949997,163.210007,163.210007,6571264
2018-04-06,163.139999,174.729996,163.070007,171.699997,171.699997,5569452
2018-04-07,171.619995,176.770004,170.559998,175.789993,175.789993,4839171
2018-04-08,175.789993,181.399994,164.649994,168.039993,168.039993,7009792
2018-04-09,168.039993,169.820007,165.210007,168.789993,168.789993,4386662
2018-04-10,168.720001,171.089996,165.600006,170.039993,170.039993,8473489
2018-04-11,170.039993,193.960007,166.660004,193.009995,193.009995,15299708
2018-04-12,193.009995,202.869995,186.559998,189.500000,189.500000,13158977
2018-04-13,189.500000,198.509995,188.679993,191.759995,191.759995,6821091
2018-04-14,191.759995,206.009995,191.759995,201.949997,201.949997,10107426
2018-04-15,201.949997,204.410004,190.229996,195.270004,195.270004,8216485
2018-04-16,195.270004,204.139999,194.929993,196.770004,196.770004,7756495
2018-04-17,196.770004,233.589996,196.380005,229.210007,229.210007,27321733
2018-04-18,229.210007,239.479996,226.160004,238.529999,238.529999,16570972
2018-04-19,238.529999,273.859985,238.529999,272.730011,272.730011,20751255
2018-04-20,272.730011,273.230011,239.199997,257.000000,257.000000,14242783
2018-04-21,256.950012,284.750000,249.919998,270.299988,270.299988,16198096
2018-04-22,270.299988,287.660004,269.859985,284.160004,284.160004,13898714
2018-04-23,284.160004,298.809998,280.540009,292.970001,292.970001,21318146
2018-04-24,293.109985,293.109985,247.500000,256.500000,256.500000,28000636
