Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,2404.739990,2489.580078,2319.189941,2376.679932,2376.679932,118646869
2018-01-10,2376.679932,2944.889893,2291.939941,2856.929932,2856.929932,428980394
2018-01-11,2856.939941,2952.679932,2341.770020,2437.919922,2437.919922,370363445
2018-01-12,2437.919922,2628.149902,2372.669922,2596.199951,2596.199951,147982320
2018-01-13,2596.209961,2869.379883,2561.699951,2664.899902,2664.899902,183442789
2018-01-14,2664.979980,2728.550049,2441.030029,2530.209961,2530.209961,114182801
2018-01-15,2530.590088,2558.330078,2352.100098,2394.050049,2394.050049,124413534
2018-01-16,2394.020020,2411.969971,1525.130005,1761.609985,1761.609985,413640550
2018-01-17,1760.949951,1903.530029,1342.050049,1748.800049,1748.800049,275433374
2018-01-18,1748.800049,1881.060059,1681.819946,1708.869995,1708.869995,138733377
2018-01-19,1708.869995,1853.189941,1693.939941,1756.719971,1756.719971,82814184
2018-01-20,1756.719971,2114.149902,1753.949951,2024.319946,2024.319946,150204592
2018-01-21,2024.319946,2025.180054,1709.250000,1772.369995,1772.369995,116810397
2018-01-22,1772.369995,1805.849976,1509.890015,1606.050049,1606.050049,111361124
2018-01-23,1606.050049,1692.619995,1490.349976,1614.459961,1614.459961,88416102
2018-01-24,1614.459961,1676.530029,1558.920044,1653.459961,1653.459961,63619330
2018-01-25,1653.459961,1699.849976,1601.020020,1632.109985,1632.109985,51824161
2018-01-26,1631.959961,1672.500000,1485.560059,1594.670044,1594.670044,82441054
2018-01-27,1594.670044,1664.050049,1559.979980,1632.079956,1632.079956,49189009
2018-01-28,1632.079956,1755.530029,1631.939941,1742.540039,1742.540039,98711706
2018-01-29,1742.540039,1753.530029,1630.339966,1650.359985,1650.359985,49086467
2018-01-30,1650.329956,1653.400024,1451.790039,1462.989990,1462.989990,87724135
2018-01-31,1462.939941,1519.810059,1397.979980,1487.180054,1487.180054,71084957
2018-02-01,1487.180054,1497.560059,1205.349976,1267.989990,1267.989990,109869806
2018-02-02,1267.989990,1269.810059,968.679993,1192.130005,1192.130005,143714769
2018-02-03,1192.130005,1318.520020,1066.829956,1273.079956,1273.079956,66300292
2018-02-04,1273.329956,1289.479980,1091.239990,1158.569946,1158.569946,66945106
2018-02-05,1158.630005,1175.170044,827.380005,884.000000,884.000000,106539840
2018-02-06,884.280029,977.590027,758.429993,966.789978,966.789978,148384673
2018-02-07,966.869995,1035.920044,896.520020,954.340027,954.340027,79923338
2018-02-08,954.809998,1355.150024,947.530029,1280.550049,1280.550049,214474236
2018-02-09,1280.550049,1338.290039,1191.770020,1299.969971,1299.969971,114267322
2018-02-10,1299.969971,1381.630005,1198.680054,1240.619995,1240.619995,93963908
2018-02-11,1240.540039,1298.300049,1188.469971,1210.989990,1210.989990,67332282
2018-02-12,1211.030029,1293.050049,1208.890015,1282.630005,1282.630005,40345803
2018-02-13,1282.050049,1285.270020,1200.310059,1220.890015,1220.890015,44591425
2018-02-14,1220.750000,1376.410034,1220.510010,1353.180054,1353.180054,79707919
2018-02-15,1353.189941,1392.660034,1310.219971,1359.469971,1359.469971,82442472
2018-02-16,1359.469971,1547.530029,1355.449951,1530.439941,1530.439941,138109049
2018-02-17,1530.420044,1553.420044,1502.280029,1543.209961,1543.209961,63990375
2018-02-18,1543.209961,1635.599976,1395.589966,1453.369995,1453.369995,114117616
2018-02-19,1453.199951,1543.780029,1452.280029,1521.920044,1521.920044,53611463
2018-02-20,1521.880005,1553.989990,1382.589966,1393.770020,1393.770020,88749089
2018-02-21,1393.760010,1407.459961,1269.280029,1287.060059,1287.060059,103151392
2018-02-22,1287.030029,1341.780029,1178.290039,1210.000000,1210.000000,68674973
2018-02-23,1209.979980,1314.099976,1148.949951,1256.520020,1256.520020,68204427
2018-02-24,1256.729980,1299.760010,1136.359985,1182.030029,1182.030029,50410015
2018-02-25,1182.030029,1203.520020,1137.119995,1172.579956,1172.579956,35860331
2018-02-26,1172.579956,1271.040039,1142.920044,1244.420044,1244.420044,52096798
2018-02-27,1244.420044,1295.459961,1218.790039,1234.199951,1234.199951,43526909
2018-02-28,1234.170044,1275.660034,1198.750000,1200.329956,1200.329956,36633612
2018-03-01,1200.329956,1303.119995,1189.699951,1285.010010,1285.010010,49698398
