Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,254.240005,258.589996,237.979996,246.039993,246.039993,184228877
2018-01-10,246.020004,249.309998,230.660004,249.100006,249.100006,207658680
2018-01-11,249.110001,252.889999,217.850006,226.529999,226.529999,262771223
2018-01-12,226.529999,241.830002,219.619995,235.350006,235.350006,140305335
2018-01-13,235.350006,262.869995,235.300003,257.940002,257.940002,176341211
2018-01-14,257.940002,268.809998,231.429993,236.860001,236.860001,189083699
2018-01-15,236.860001,244.399994,230.789993,231.889999,231.889999,110848991
2018-01-16,231.889999,232.399994,147.779999,183.860001,183.860001,473245937
2018-01-17,183.699997,204.559998,136.449997,188.210007,188.210007,458374670
2018-01-18,188.139999,208.369995,175.460007,191.029999,191.029999,274884322
2018-01-19,191.029999,201.250000,185.779999,192.270004,192.270004,132586901
2018-01-20,192.270004,214.720001,192.259995,210.679993,210.679993,133356395
2018-01-21,210.679993,210.809998,182.880005,190.729996,190.729996,118925936
2018-01-22,190.720001,194.339996,165.419998,179.419998,179.419998,141918011
2018-01-23,179.419998,186.110001,164.759995,177.919998,177.919998,119223032
2018-01-24,177.910004,184.699997,172.419998,180.589996,180.589996,86367198
2018-01-25,180.589996,184.690002,175.210007,178.970001,178.970001,73767401
2018-01-26,178.929993,182.149994,165.759995,175.649994,175.649994,84960279
2018-01-27,175.649994,182.919998,173.880005,180.710007,180.710007,68085098
2018-01-28,180.710007,194.479996,180.289993,193.229996,193.229996,81443118
2018-01-29,193.229996,193.419998,177.369995,180.449997,180.449997,73715876
2018-01-30,180.449997,180.610001,159.770004,165.380005,165.380005,126940449
2018-01-31,165.360001,166.860001,156.369995,162.929993,162.929993,92416470
2018-02-01,162.929993,165.710007,127.750000,141.369995,141.369995,177798590
2018-02-02,141.360001,142.000000,102.510002,131.169998,131.169998,264489437
2018-02-03,131.169998,166.330002,120.410004,161.000000,161.000000,220733569
2018-02-04,161.000000,174.660004,136.960007,147.550003,147.550003,348903981
2018-02-05,147.550003,153.899994,114.720001,125.040001,125.040001,328173135
2018-02-06,125.019997,147.259995,105.500000,141.850006,141.850006,397024992
2018-02-07,141.850006,159.110001,130.740005,137.839996,137.839996,252715544
2018-02-08,137.839996,151.139999,136.970001,149.479996,149.479996,135986158
2018-02-09,149.539993,164.240005,142.139999,163.899994,163.899994,148089557
2018-02-10,163.919998,169.320007,147.970001,154.910004,154.910004,176947228
2018-02-11,154.910004,155.860001,141.800003,149.059998,149.059998,93014379
2018-02-12,149.059998,163.300003,149.029999,161.399994,161.399994,103639383
2018-02-13,161.399994,162.190002,153.000000,159.050003,159.050003,64925748
